ID,credit_status,annual_income,verification_status,employment_duration,property_type,interest_rate,credit_amount,credit_type,term,credit_category
286738,Paid,158000,Verified,6 years,Mortgaged,7.90%,15000,Home remodeling, 36 months,A
577248,Paid,65000,Verified,< 1 year,Mortgaged,14.27%,35000,Debt consolidation, 60 months,C
913725,Paid,55000,Verified,4 years,Mortgaged,6.62%,20000,Small business, 36 months,A
117985,Defaulted,220000,Verified,10+ years,Mortgaged,12.69%,24000,Credit card, 60 months,B
404660,Paid,25000,Not Verified,8 years,Own,13.49%,6500,Other, 36 months,C
201774,Defaulted,60000,Verified,10+ years,Mortgaged,13.49%,19750,Credit card, 60 months,C
918845,Paid,80000,Not Verified,5 years,Mortgaged,12.69%,9000,Credit card, 36 months,B
656593,Paid,84000,Verified from source,10+ years,Mortgaged,11.71%,14400,car, 60 months,B
799207,Paid,280000,Verified from source,4 years,Leased,15.96%,10000,Credit card, 36 months,C
240504,Defaulted,60000,Verified,4 years,Mortgaged,19.03%,35000,Credit card, 60 months,E
526928,Paid,108000,Verified,1 year,Mortgaged,24.11%,24250,Credit card, 60 months,G
447101,Paid,3.00E+05,Verified,10+ years,Mortgaged,13.49%,7800,Home remodeling, 36 months,C
183986,Defaulted,40000,Verified from source,10+ years,Leased,12.42%,16000,Debt consolidation, 60 months,B
881949,Paid,30000,Verified from source,7 years,Own,13.49%,15000,Debt consolidation, 60 months,C
570320,Paid,75000,Not Verified,10+ years,Mortgaged,13.49%,10000,Debt consolidation, 36 months,C
151472,Paid,80000,Not Verified,5 years,Leased,12.69%,12000,Debt consolidation, 36 months,B
590079,Paid,20000,Not Verified,1 year,Leased,12.69%,5500,Debt consolidation, 36 months,B
611868,Paid,36000,Not Verified,1 year,Leased,12.42%,4000,Debt consolidation, 36 months,B
336477,Paid,51400,Not Verified,1 year,Leased,7.51%,8000,Debt Consolidation, 36 months,A
683022,Defaulted,46000,Verified,2 years,Mortgaged,18.64%,25975,Debt consolidation, 60 months, E
335538,Paid,76000,Verified,10+ years,Leased,17.58%,25000,Credit card, 60 months,D
965003,Paid,70000,Verified,1 year,Mortgaged,14.27%,30000,Debt consolidation, 60 months,C
370784,Paid,26004,Verified from source,2 years,Leased,9.91%,13000,Other, 60 months,B
508967,Defaulted,96000,Not Verified,5 years,Mortgaged,15.27%,15200,Other, 36 months,C
977067,Paid,84855,Verified,< 1 year,Mortgaged,11.71%,16000,Home remodeling, 60 months,B
249285,Paid,85000,Verified from source,< 1 year,Leased,10.65%,10000,Debt consolidation, 36 months,B
925326,Paid,57200,Verified,5 years,Leased,17.58%,28100,Debt consolidation, 60 months,D
160196,Paid,95000,Not Verified,6 years,Leased,16.77%,15000,Debt consolidation, 36 months,D
575236,Paid,48000,Not Verified,5 years,Leased,11.71%,12000,Debt consolidation, 36 months,B
301123,Paid,25000,Verified from source,10+ years,Own,7.51%,6000,Credit card, 36 months,A
138592,Paid,80500,Verified,< 1 year,Mortgaged,14.27%,20000,Debt consolidation, 60 months,C
391480,Paid,90000,Verified,10+ years,Mortgaged,19.91%,30000,Debt consolidation, 60 months, E
456076,Paid,86400,Verified from source,10+ years,Mortgaged,6.03%,8000,car, 36 months,A
758365,Paid,78500,Not Verified,2 years,Leased,14.27%,5000,Debt Consolidation, 36 months,C
740781,Paid,31200,Verified from source,3 years,Mortgaged,12.69%,15250,Debt consolidation, 60 months,B
213757,Paid,80000,Verified,< 1 year,Leased,7.90%,22000,Debt consolidation, 36 months,A
796797,Paid,85000,Verified,10+ years,Own,12.42%,21000,Debt consolidation, 60 months,B
807006,Paid,55000,Verified,9 years,Mortgaged,7.51%,5000,Debt consolidation, 36 months,A
259946,Paid,25899,Not Verified,7 years,Own,12.69%,6250,Debt Consolidation, 36 months,B
637284,Paid,120000,Verified,8 years,Mortgaged,7.90%,28000,Debt consolidation, 36 months,A
677614,Paid,57000,Verified from source,< 1 year,Leased,10.65%,6800,Credit card, 36 months,B
272488,Paid,86496,Verified from source,6 years,Leased,11.71%,12000,Debt Consolidation, 36 months,B
960074,Paid,83000,Verified,5 years,Leased,14.27%,20000,Debt consolidation, 60 months,C
498575,Paid,97000,Not Verified,10+ years,Leased,12.42%,16800,Debt Consolidation, 36 months,B
940245,Paid,105000,Verified,10+ years,Mortgaged,18.64%,30000,Credit card, 60 months, E
626830,Paid,52000,Verified from source,< 1 year,Leased,10.65%,9000,Debt consolidation, 36 months,B
473141,Paid,36000,Verified,2 years,Mortgaged,9.91%,5200,Credit card, 36 months,B
354568,Paid,42000,Verified from source,< 1 year,Mortgaged,16.77%,6000,Debt consolidation, 36 months,D
520125,Paid,60000,Verified,< 1 year,Leased,12.69%,15600,Credit card, 36 months,B
633955,Paid,52000,Verified from source,6 years,Leased,13.49%,18000,Debt consolidation, 60 months,C
984945,Paid,29000,Verified,5 years,Leased,9.91%,11325,Debt consolidation, 36 months,B
865303,Paid,53000,Verified,2 years,Leased,14.65%,14000,Debt consolidation, 36 months,C
859859,Paid,42000,Not Verified,1 year,Mortgaged,8.90%,13975,Credit card, 36 months,A
133468,Paid,62004,Verified,9 years,Leased,7.90%,24000,Debt consolidation, 36 months,A
582566,Paid,48000,Not Verified,4 years,Mortgaged,7.90%,7000,Debt consolidation, 36 months,A
808368,Paid,39996,Verified from source,7 years,Mortgaged,12.42%,6000,Other, 36 months,B
378261,Paid,52000,Not Verified,6 years,Own,12.42%,14000,Debt consolidation, 36 months,B
208768,Paid,109000,Verified,8 years,Mortgaged,11.71%,13800,Small business, 60 months,B
693575,Paid,57000,Not Verified,10+ years,Leased,17.27%,16000,Debt Consolidation, 60 months,D
479612,Defaulted,90000,Verified,6 years,Mortgaged,14.65%,24000,Debt consolidation, 60 months,C
971912,Paid,40000,Verified,4 years,Mortgaged,11.71%,18000,Consumption, 60 months,B
417947,Paid,220000,Verified,8 years,Mortgaged,19.42%,35000,Small business, 60 months, E
326672,Paid,50000,Verified from source,< 1 year,Leased,13.49%,12000,Debt consolidation, 60 months,C
229646,Defaulted,36000,Not Verified,5 years,Leased,12.69%,8000,Debt consolidation, 36 months,B
624999,Paid,12000,Verified from source,< 1 year,Leased,10.65%,1000,Moving in, 36 months,B
466951,Paid,30000,Verified from source,1 year,Own,6.62%,5000,Marriage, 36 months,A
858453,Paid,75000,Verified from source,< 1 year,Leased,17.58%,8500,Debt Consolidation, 60 months,D
960562,Paid,91663,Verified,6 years,Mortgaged,12.69%,22000,Credit card, 60 months,B
884281,Paid,45000,Verified from source,6 years,Own,16.77%,10000,Credit card, 36 months,D
942378,Paid,139200,Not Verified,5 years,Mortgaged,7.90%,6000,car, 36 months,A
686685,Paid,90000,Verified from source,6 years,Mortgaged,19.42%,30000,Debt consolidation, 36 months,E
813109,Paid,1.00E+05,Not Verified,10+ years,Mortgaged,6.62%,16000,Debt consolidation, 36 months,A
786011,Paid,106800,Not Verified,2 years,Mortgaged,12.42%,3000,car, 60 months,B
315447,Paid,62000,Verified from source,10+ years,Mortgaged,13.49%,16000,Credit card, 60 months,C
698422,Defaulted,125000,Verified from source,5 years,Leased,16.29%,12000,Credit card, 36 months,D
379012,Paid,1.00E+05,Verified,10+ years,Mortgaged,20.89%,35000,Debt consolidation, 60 months,F
551660,Paid,31000,Verified from source,1 year,Leased,9.91%,5000,Moving in, 36 months,B
550739,Defaulted,118000,Verified from source,6 years,Leased,12.69%,13000,Credit card, 36 months,B
278783,Paid,83000,Verified,10+ years,Leased,10.65%,11200,Credit card, 36 months,B
142785,Paid,36048,Not Verified,2 years,Leased,17.27%,12000,Debt consolidation, 60 months,D
863249,Defaulted,50004,Verified from source,10+ years,Mortgaged,18.25%,15000,Debt consolidation, 60 months,D
418756,Defaulted,220000,Verified from source,3 years,Mortgage,23.13%,35000,Home remodeling, 60 months,G
140679,Paid,54000,Verified from source,5 years,Leased,12.69%,3200,Debt Consolidation, 36 months,B
496687,Defaulted,30000,Verified from source,< 1 year,Leased,12.42%,6000,Debt consolidation, 36 months,B
312181,Paid,20000,Verified from source,< 1 year,Leased,11.71%,3100,Credit card, 36 months,B
666870,Paid,25000,Verified from source,2 years,Own,9.91%,5000,Medical cause, 36 months,B
517591,Paid,80000,Verified,2 years,Leased,12.69%,25000,Debt consolidation, 36 months,B
678036,Defaulted,89000,Verified from source,10+ years,Mortgage,16.77%,5000,Home remodeling, 36 months,D
915098,Paid,135000,Not Verified,5 years,Mortgaged,6.03%,8800,Home remodeling, 36 months,A
985177,Paid,55000,Verified,9 years,Leased,14.27%,6000,Debt consolidation, 36 months,C
908522,Paid,36888,Verified from source,5 years,Leased,14.65%,12000,Small business, 36 months,C
990810,Paid,48500,Verified from source,5 years,Leased,15.96%,8000,Debt Consolidation, 36 months,C
762265,Paid,32000,Verified,10+ years,Mortgaged,11.71%,10000,Debt consolidation, 36 months,B
505524,Paid,90000,Verified,7 years,Mortgaged,15.27%,21000,Home remodeling, 60 months,C
885122,Paid,42000,Verified from source,6 years,Mortgaged,17.58%,3975,Debt consolidation, 60 months,D
939257,Defaulted,41500,Verified,8 years,Leased,17.58%,19075,Debt consolidation, 60 months,D
276261,Default,61160,Verified from source,< 1 year,Rented,8.90%,3000,Moving, 36 months,A
663450,Paid,60000,Not Verified,1 year,Own,14.27%,5000,Debt consolidation, 36 months,C
742931,Paid,102000,Verified,10+ years,Leased,12.69%,35000,Debt consolidation, 60 months,B
554762,Paid,30000,Not Verified,2 years,Leased,12.42%,10625,Credit card, 36 months,B
740477,Paid,50000,Verified,8 years,Leased,11.71%,12000,Debt consolidation, 36 months,B
156220,Paid,24300,Verified from source,< 1 year,Leased,16.77%,9750,Debt Consolidation, 36 months,D
963130,Paid,50000,Not Verified,4 years,Leased,17.27%,12000,Other, 36 months,D
531646,Paid,120000,Verified from source,7 years,Leased,19.03%,21600,Debt consolidation, 36 months,E
289329,Paid,26400,Not Verified,< 1 year,Mortgaged,8.90%,6000,Home remodeling, 36 months,A
414834,Paid,82000,Verified,5 years,Mortgaged,21.28%,25450,Consumption, 60 months,F
903421,Paid,45000,Verified from source,6 years,Leased,7.51%,3575,Debt consolidation, 36 months,A
187136,Paid,55000,Verified from source,10+ years,Leased,12.42%,12000,Credit card, 36 months,B
130688,Paid,30000,Not Verified,10+ years,Leased,11.71%,3000,Credit card, 36 months,B
492248,Defaulted,45000,Verified from source,2 years,Leased,8.90%,7000,Other, 36 months,A
177708,Paid,60000,Verified from source,10+ years,Mortgaged,11.71%,21000,Home remodeling, 36 months,B
743518,Default,180000,Verified from source,7 years,Rented,22.06%,25000,Small business, 60 months,F
411235,Defaulted,68000,Verified,10+ years,Mortgaged,14.27%,12000,Debt consolidation, 60 months,C
173952,Paid,92604,Verified from source,6 years,Mortgaged,18.25%,25000,Debt consolidation, 60 months,D
951277,Paid,79200,Verified from source,8 years,Mortgaged,6.03%,6075,Debt consolidation, 36 months,A
781514,Paid,43000,Verified from source,10+ years,Rented,11.71%,5000,Other, 36 months,B
379814,Defaulted,38004,Not Verified,10+ years,Leased,15.27%,10400,Debt consolidation, 36 months,C
479775,Paid,42000,Verified from source,4 years,Own,15.96%,8000,Debt consolidation, 36 months,C
889198,Paid,85000,Verified from source,1 year,Leased,12.42%,11000,Credit card, 36 months,B
881584,Paid,86000,Verified from source,10+ years,Leased,14.27%,33600,Debt Consolidation, 60 months,C
619156,Paid,75000,Not Verified,3 years,Leased,14.27%,12000,Credit card, 36 months,C
798949,Paid,90000,Verified,10+ years,Mortgaged,6.62%,12000,Debt consolidation, 36 months,A
647640,Paid,50000,Verified,10+ years,Mortgaged,15.96%,11100,Debt consolidation, 60 months,C
880694,Paid,61000,Verified from source,2 years,Leased,18.64%,20000,Debt consolidation, 36 months,E
956173,Defaulted,40000,Not Verified,4 years,Leased,10.65%,3000,Debt consolidation, 36 months,B
919668,Defaulted,37000,Not Verified,6 years,Leased,15.27%,15075,Debt consolidation, 36 months,C
361188,Paid,90000,Verified from source,6 years,Leased,17.27%,15000,Credit card, 36 months,D
552185,Paid,80500,Verified,3 years,Mortgaged,17.58%,24000,Credit card, 36 months,D
664641,Paid,50000,Verified from source,10+ years,Leased,10.65%,8500,Debt Consolidation, 36 months,B
784029,Defaulted,120000,Verified,2 years,Mortgaged,18.64%,28000,Debt consolidation, 60 months,E
571137,Paid,62000,Verified,6 years,Leased,18.64%,23000,Debt consolidation, 60 months, E
750639,Paid,59000,Not Verified,6 years,Mortgaged,9.91%,5500,Debt consolidation, 36 months,B
420303,Defaulted,67000,Verified,10+ years,Leased,22.35%,15000,Debt consolidation, 36 months,F
195051,Defaulted,142000,Verified,3 years,Mortgaged,12.69%,5000,Debt consolidation, 36 months,B
529006,Paid,33000,Verified,< 1 year,Rented,14.65%,8875,Marriage, 36 months,C
755737,Default,30000,Verified from source,< 1 year,Rented,9.91%,8000,Moving, 36 months,B
333288,Defaulted,55000,Not Verified,10+ years,Leased,14.27%,4500,Debt consolidation, 36 months,C
351767,Paid,135000,Verified,10+ years,Mortgaged,13.49%,35000,Other, 60 months,C
833420,Paid,25000,Not Verified,5 years,Own,13.49%,10000,Credit card, 36 months,C
603128,Paid,50000,Not Verified,10+ years,Mortgaged,7.90%,18650,Credit card, 36 months,A
557155,Paid,99000,Verified,5 years,Leased,15.27%,16000,Debt consolidation, 60 months,C
268056,Paid,105842,Verified from source,5 years,Leased,17.58%,23700,Credit card, 60 months,D
575128,Paid,76800,Not Verified,< 1 year,Rented,7.51%,6400,Consumption, 36 months,A
171152,Paid,33000,Verified from source,2 years,Leased,18.64%,7000,Other, 60 months,E
673777,Paid,34000,Not Verified,< 1 year,Leased,14.27%,3500,Debt consolidation, 36 months,C
565331,Paid,65000,Verified from source,< 1 year,Mortgaged,7.90%,10200,Other, 36 months,A
941526,Defaulted,69600,Not Verified,5 years,Rented,12.42%,12000,Marriage, 36 months,B
828210,Defaulted,35000,Not Verified,2 years,Leased,11.71%,9000,Debt consolidation, 36 months,B
587451,Paid,43000,Verified from source,10+ years,Leased,12.69%,4000,Debt Consolidation, 36 months,B
386542,Defaulted,85000,Verified,4 years,Mortgaged,21.28%,35000,Debt consolidation, 60 months,F
116648,Paid,120000,Verified,2 years,Mortgaged,17.58%,20000,Credit card, 60 months,D
590381,Paid,55000,Verified from source,3 years,Mortgaged,9.91%,5000,Other, 36 months,B
397140,Defaulted,40000,Verified,10+ years,Leased,13.49%,20000,Debt consolidation, 60 months,C
498560,Paid,71000,Verified,10+ years,Mortgaged,6.62%,7200,Other, 36 months,A
776664,Paid,63000,Verified,4 years,Leased,7.51%,5500,Other, 36 months,A
505896,Paid,30000,Not Verified,< 1 year,Rented,10.65%,3000,Consumption, 36 months,B
881647,Paid,110000,Verified,10+ years,Leased,15.27%,20000,Debt consolidation, 60 months,C
344433,Paid,40000,Verified,9 years,Leased,16.77%,9000,Credit card, 36 months,D
435311,Paid,80000,Not Verified,3 years,Leased,8.90%,9000,Debt consolidation, 36 months,A
475265,Paid,34000,Not Verified,10+ years,Leased,7.90%,6000,Debt Consolidation, 36 months,A
942288,Paid,80000,Verified from source,9 years,Mortgaged,6.62%,4000,Home renovation, 36 months,A
363092,Paid,72000,Verified,10+ years,Mortgaged,19.03%,28200,Home remodeling, 60 months, E
384037,Paid,57250,Verified,4 years,Leased,18.25%,21200,Debt Consolidation, 60 months,D
854047,Paid,168000,Verified,5 years,Leased,15.27%,25000,Debt consolidation, 36 months,C
666574,Paid,38000,Verified from source,7 years,Leased,11.71%,12000,Debt consolidation, 36 months,B
877930,Paid,95000,Verified,6 years,Mortgaged,20.30%,15000,Other, 60 months,E
969573,Paid,76788,Verified,< 1 year,Mortgaged,12.42%,17000,Home remodeling, 36 months,B
708607,Paid,59000,Verified,10+ years,Rented,7.51%,20000,Other, 36 months,A
324528,Paid,24000,Verified from source,6 years,Leased,8.90%,7700,Credit card, 36 months,A
719845,Paid,71000,Not Verified,4 years,Leased,17.58%,14000,Debt consolidation, 60 months,D
732425,Paid,40000,Not Verified,< 1 year,Leased,12.42%,10000,Debt consolidation, 36 months,B
225422,Paid,25000,Verified from source,4 years,Leased,9.91%,6475,Debt Consolidation, 36 months,B
241498,Defaulted,65000,Verified,10+ years,Leased,19.91%,12000,Debt consolidation, 60 months,E
479471,Paid,37209.6,Verified from source,10+ years,Mortgaged,19.03%,12600,Debt Consolidation, 60 months,E
233994,Paid,73000,Not Verified,9 years,Mortgaged,6.03%,15600,Debt consolidation, 36 months,A
114814,Paid,110000,Verified,3 years,Leased,15.96%,25000,Debt consolidation, 36 months,C
884617,Paid,108060,Not Verified,10+ years,Mortgaged,14.27%,14400,Credit card, 36 months,C
142034,Paid,249999.96,Verified from source,2 years,Mortgaged,6.62%,25000,car, 36 months,A
884465,Paid,46520.88,Verified,10+ years,Mortgaged,18.25%,25000,Debt Consolidation, 60 months,D
320626,Paid,43000,Verified from source,9 years,Leased,7.90%,18000,Debt consolidation, 36 months,A
377163,Paid,89000,Not Verified,10+ years,Mortgaged,6.03%,4000,Debt Consolidation, 36 months,A
299361,Paid,90960,Verified,2 years,Mortgaged,18.64%,30000,Debt consolidation, 60 months, E
551808,Paid,60000,Verified,6 years,Mortgaged,20.30%,27700,Small business, 60 months, E
872160,Paid,90000,Verified,10+ years,Leased,7.51%,12000,Debt Consolidation, 36 months,A
274763,Paid,94800,Not Verified,2 years,Mortgaged,7.51%,10000,Medical cause, 36 months,A
949422,Defaulted,120000,Verified from source,1 year,Mortgaged,22.35%,16000,Other, 60 months,F
906368,Paid,1.00E+05,Verified from source,2 years,Mortgage,15.96%,5000,Home renovation, 36 months,C
930723,Paid,145000,Verified,4 years,Mortgaged,24.11%,25000,Credit card, 60 months,G
792654,Paid,19200,Not Verified,3 years,Own,8.90%,8000,Credit card, 36 months,A
572192,Paid,48000,Verified,3 years,Mortgaged,14.27%,17375,Home remodeling, 36 months,C
378294,Paid,15600,Verified,3 years,Rented,10.65%,2500,Moving in, 36 months,B
413309,Paid,83000,Verified,4 years,Leased,18.25%,15800,Debt consolidation, 60 months,D
467958,Paid,70000,Not Verified,10+ years,Mortgaged,6.03%,6000,Debt consolidation, 36 months,A
917958,Paid,365000,Verified from source,7 years,Mortgaged,10.65%,35000,Home purchase, 36 months,B
289647,Paid,59000,Verified from source,1 year,Leased,16.77%,15000,Debt consolidation, 36 months,D
162720,Paid,91000,Verified,9 years,Mortgaged,12.42%,18500,Debt consolidation, 36 months,B
262024,Paid,550000,Verified,1 year,Mortgaged,14.27%,35000,Home purchase, 60 months,C
318442,Paid,40000,Verified from source,< 1 year,Mortgaged,10.65%,6000,Debt consolidation, 36 months,B
115643,Paid,62000,Not Verified,6 years,Mortgaged,10.65%,15000,Debt consolidation, 36 months,B
178761,Paid,108000,Not Verified,10+ years,Mortgaged,12.42%,4800,car, 36 months,B
